tx,ty,tz,qw,qx,qy,qz,fx,k1,k2,k3,p1,p2,cx,cy,fy
0.004144810421756114,-0.04760276689024253,0.0642191559610207,0.9968250444519574,-0.07296584738871711,-0.011895076610673322,-0.029568953661337837,458.03651384064307,-0.0869864331007746,-0.012606385208066569,0.0009005394148994671,-0.06942710508254152,-0.10017568565136607,333.2840737792425,260.4171551838318,458.1566339760677
0.007494969621886949,-0.0402124593333767,0.06534010149046077,0.9960437735040676,-0.07853369619764672,0.00040576269859282996,-0.04158239028659529,457.58394114806777,-0.11330240978533726,-0.009269224462792432,0.005479468581219272,-0.06161790391168173,-0.11786055327569221,333.84434972448156,259.87668026968095,458.9083074132398
0.008665226859416385,-0.039868943799586685,0.06539260912494425,0.9958159457707931,-0.08119080068819719,0.0030366796515528503,-0.04182624306491842,457.8661246932225,-0.11159626357488424,-0.010522141303923586,0.004911960393138549,-0.056904090874260786,-0.11524099679542946,333.62182596426334,259.72383022268866,459.08545866445064
0.010023669204645584,-0.039659973907697814,0.0664159591321725,0.9957498102938261,-0.08258600008941501,0.0034264717819656636,-0.04062175747269636,458.06665410367987,-0.11106478939124054,-0.009355022623004678,0.004453219591975811,-0.05526910768719643,-0.11526441941429033,333.38949435438985,259.5968473439332,459.10597936735843
0.012488004832132958,-0.03966888968248567,0.06805002329685793,0.9957946360996306,-0.08337135249096296,0.0038997551319816435,-0.037776344568330074,457.8172297688873,-0.11446160170360897,0.008295181871798354,0.006495717581532119,-0.055421843936623215,-0.1312128676365675,333.61163459628006,259.6394994603623,458.962467614275
0.025864605882543676,-0.03877590863457413,0.07387007711565625,0.9945100615890439,-0.09834029924722944,0.033507125023902254,-0.01249782040025394,458.0510472848311,-0.14934358771826867,-0.00835569013742949,0.0018477482292747276,-0.03476903827790118,-0.13052479983692425,333.5666730328784,259.5405369740069,459.1794176565047
0.04620537118800759,-0.0365006530306716,0.08375668333403773,0.9909726300859644,-0.12846060714597732,0.03831155402423565,-0.001828567866908977,456.7299510359225,-0.1113537190968103,-0.01855227102424773,-8.904138193654819e-05,-0.015126994775568198,-0.10841910027137623,335.08542340391546,259.34797801896366,459.37915997173735
0.04519062572413198,-0.046548599883173745,0.09130738545204438,0.9903224067749681,-0.12838976723017112,0.0468552833682124,-0.024128421633118267,457.0325890797584,-0.09459890792852675,-0.004581289134654503,-1.0720419461243248e-05,-0.019706294173583477,-0.10948795069303645,334.46133467151054,259.5597110725083,458.9950883782985
0.052427371003770096,-0.05434790082862423,0.08838369627069974,0.9926389593494909,-0.10534009017929877,0.03235278307570628,-0.05024598700228734,454.27396967528966,-0.09379167057294495,0.019351561197348092,1.2493863924909969e-05,-0.0396846553580189,-0.12953527075717336,336.7810343841182,260.2729797299979,458.30202794084863
0.0692770414272307,-0.04613069739883509,0.08344765997743794,0.9896662554510072,-0.13078498848154368,0.0411647694874167,-0.04196964811042734,455.29257120484414,-0.08069284369330193,0.0026420448144445314,-1.4207979711229935e-05,-0.027206203087058508,-0.11419480188222411,336.02667143264966,260.25996311933704,458.44922695351624
0.04450709709657475,-0.036003394048359054,0.054249685578901405,0.9915403987964532,-0.11184693520858048,0.015978678666311356,-0.06389508953822222,454.3743451661219,-0.05747519340102862,0.00957376771408645,5.35098282114041e-08,-0.050748687307052974,-0.14305337695311013,336.3348575380285,260.3789745106905,458.18428709483214
0.026769144853792316,-0.03844114364202714,0.04541384839179221,0.9927358417219403,-0.08349410098633046,-0.0023018093147222623,-0.08659668200916473,456.30117734827417,0.01381179014290505,0.0006853481583239317,-2.7694245693173064e-08,0.014185600633568836,-0.20513114489284515,334.54479475003825,258.73079663612305,458.7409822317254
0.055204425260281666,-0.03800409603707351,0.05389744098374351,0.9791636106264164,-0.19952726591830494,0.02943185874680489,-0.023690915366746678,452.57329375942214,-0.04954278093247853,-0.00036249506316256156,-4.810199762337793e-10,-0.009812363629069877,-0.09167743810942998,336.96745613795645,260.627955174757,457.0115980402217
0.08211394705620471,-0.0546004425667089,0.05044732851422682,0.9672982510577675,-0.2046670281431437,-0.022942294193377146,0.14805118111242777,458.2966851082948,-0.0715635319949388,-3.9527798502727015e-06,-1.0005848213490532e-09,0.09743586988889869,-0.0604704027783678,332.402504639772,257.6088861841889,459.01118143648426
