tx,ty,tz,qw,qx,qy,qz,vx,vy,vz,bgx,bgy,bgz,bax,bay,baz,tic
0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.053203270672006225,-0.0025252885151569758,-0.08165531249843794,-7.2385977887102325e-06,-4.725948826525695e-05,-0.0003064845871234112,-3.9784461514783445e-05,-8.140129280485281e-05,-3.304698655983709e-05,0.003270723000000002
0.0027486438712487765,-0.00015223505730828417,-0.0001489734558909425,0.9971816291693243,-0.06664822577719115,-0.034427035885640514,0.0012936325517134669,0.041816597191139365,-0.00725290818100369,0.0655825979239337,-3.6199677925514063e-06,-5.8959973070996036e-05,-0.00028914305673432607,-3.847972472388437e-05,-8.150437470792664e-05,-3.3076970164989204e-05,0.006555741999999993
0.004648251484174459,-0.0004980026463167126,0.0016656313963648566,0.9967530447839106,-0.07243505790016258,-0.035016209251431604,0.003220708190929545,0.04687142253108064,-0.01233993090636115,0.02015540161512988,-1.1854481177442464e-06,-6.849858253530468e-05,-0.00027667297189302444,-3.70397937291967e-05,-8.184541166798574e-05,-3.30987381959962e-05,0.009980955999999997
0.006620200440595794,-0.001086273365118548,0.0018310576294253587,0.9965227552390542,-0.07539133555740708,-0.03503916928112582,0.005545334619353279,0.04605740984324144,-0.01899952954976258,-0.016924080739099106,4.192838777287515e-07,-7.574735682228327e-05,-0.0002690617687080473,-3.533624673227846e-05,-8.314591064176187e-05,-3.318373997562705e-05,0.0031906760000000056
0.009064173269973651,-0.0021669316525696294,0.0025512956475809727,0.9965006130663544,-0.07630534693317731,-0.03375906336046715,0.004929455457469853,0.040435973179661716,-0.027363180370887547,0.0351881189163997,1.0915264650721696e-06,-8.040156884431234e-05,-0.0002665053520371569,-3.633121652189082e-05,-8.424659687081825e-05,-3.3097709477456566e-05,0.006520941999999992
0.010776505315758387,-0.003337456147684627,0.003440885345813135,0.9964827868010232,-0.07745985621541625,-0.03139295446886839,0.0060413265727162005,0.039744946007852736,-0.033120940506798306,0.0046334262098304746,-6.502957175671094e-07,-8.320045264494883e-05,-0.00026877772329974924,-3.6583540147812876e-05,-8.46663740291776e-05,-3.2749362952936194e-05,0.009806161000000004
0.012447737503129606,-0.004793833691249438,0.0031151677896441455,0.9965711507938058,-0.07759063206619536,-0.027445193085757883,0.00850964195445034,0.03737357108696407,-0.042308505703936114,-0.025083203169069864,-5.933522119687922e-06,-8.342056130720235e-05,-0.0002752786956499545,-3.452118477413011e-05,-8.48785593595437e-05,-3.2178544490878765e-05,0.0030720380000000035
0.014481123942994,-0.0070290794322018894,0.0031374785336996665,0.9967554243562802,-0.07633630469644101,-0.02287630785097892,0.011320057181759383,0.030082804492551588,-0.05213184915913953,0.01686014439984449,-1.3964113170346784e-05,-7.990063480863859e-05,-0.0002860864301451739,-3.045659520408315e-05,-8.644225395918362e-05,-3.158151498682642e-05,0.006349485000000017
0.01578738749338408,-0.00916679802540911,0.0032861969904870365,0.9969682596878955,-0.07359694903484196,-0.02024818550987757,0.015091533498793554,0.028573379152475605,-0.05714996433307056,-0.013944391838207709,-2.3450426026251194e-05,-7.231194890351908e-05,-0.0003015668271501342,-2.3688060933990178e-05,-9.052419866477822e-05,-3.1095463059234464e-05,0.009632261999999992
0.016984592593445057,-0.011638110067505413,0.0022855433740010755,0.9970888803337522,-0.07181773930216259,-0.019075236897194505,0.017089558976966904,0.025222644463045514,-0.0685808225791665,-0.040604497419337464,-3.431258254335932e-05,-6.086540026991837e-05,-0.00032191379567291244,-1.60266087954614e-05,-9.539531518152669e-05,-3.0449690102592014e-05,0.0028997469999999595
0.01834302291451254,-0.015227523444839124,0.0015402510714078539,0.997191905332632,-0.07061774810591974,-0.016863279765463528,0.01835898558433781,0.015979655519099422,-0.07883735040548887,0.0013429060056294917,-4.699924067251106e-05,-4.542233869776623e-05,-0.0003473113193099109,-7.362698157401137e-06,-9.991609385136082e-05,-2.942637169938606e-05,0.006182605000000014
0.01905250203721125,-0.018427103467114087,0.0014290389436812131,0.997142944697808,-0.07069251325482138,-0.014042988752646934,0.0226127018266614,0.012825793946859709,-0.08351705244715646,-0.011346398172778447,-6.287548604379387e-05,-2.63149284612184e-05,-0.0003780296523084999,2.439221143145085e-06,-0.0001040650520724633,-2.7956577408229138e-05,0.009456856999999978
0.019586575746671577,-0.02197061974548253,-0.0005300237871846507,0.9975950311349154,-0.06262989427174602,-0.010706087549604842,0.027695518805727928,0.0073749281405209475,-0.09590634872282026,-0.0908912478352192,-8.253956357018769e-05,-5.388026707740255e-07,-0.0004102681897094927,1.0377188713119463e-05,-0.00010651118599259155,-2.5964995652366276e-05,0.0028741139999999762
0.0200015327809344,-0.026838616626996836,-0.0036709704434424732,0.9998257976141489,0.018215203496424276,0.001828969849361187,-0.0036428690400720316,-0.005263461238604357,-0.10321002917850526,-0.043826695292948734,-8.351923698050759e-05,2.6760344449657183e-05,-0.0004041596388903178,1.761351880455823e-05,-0.00010914781694384764,-2.373771643113991e-05,0.006152133000000004
0.019925458151769913,-0.030903605279210426,-0.003947687292067099,0.9997814726573429,-0.019711554520360185,-0.005520396657986696,-0.004238101072052718,-0.0052353226281869536,-0.10108866991752466,0.02587824835321108,-8.424980167977453e-05,3.301966891956003e-05,-0.00040507158920063247,2.3277964076724595e-05,-0.000110731295999329,-2.175856336865025e-05,0.009437132999999905
0.019853417160925237,-0.035048398298204664,-0.0049573824461886865,0.9972862667741512,-0.0677236509681793,-0.01705603020486524,0.023294923071781916,-0.004619460899807321,-0.10763651288354266,-0.0803782892275446,-8.521643814769628e-05,3.2429294436091926e-05,-0.000410124219434485,2.9584227036906267e-05,-0.00010917646700332509,-1.9470247633382314e-05,0.0026933900000000056
0.01974826331793373,-0.040289516484506474,-0.008206493328858519,0.9984559839693877,0.05461227284430408,0.009927329739152035,-0.0021331037134968475,-0.013337700809879708,-0.1060174212935107,-0.05880466675046701,-7.709523010807831e-05,3.7167259776029774e-05,-0.00038540928758723714,3.7000387452346504e-05,-0.00010506572930594692,-1.6302644600912734e-05,0.005982585000000018
0.019353038944390222,-0.044341600646858534,-0.009439070254104068,0.9993778659227845,0.03076966098591976,-0.004158765442265366,-0.01672800977820947,-0.01319651423156195,-0.09774282511649811,-0.006325479879306812,-6.436645510944053e-05,2.201803079106926e-05,-0.00035501113439371574,4.341748689250254e-05,-9.745949210605594e-05,-1.37775754008579e-05,0.009259757000000032
0.019036425084865215,-0.048355552580713654,-0.010189329540570063,0.9997460743955077,-0.0014050065176458636,-0.001593919915860288,0.0224333422400728,-0.009914562478398283,-0.10434454395170763,-0.034712545730566806,-5.968204621709259e-05,4.752759298011779e-06,-0.0003331412998283424,5.240377292751971e-05,-8.930847981929784e-05,-1.089551617880149e-05,0.0025285369999999774
